t (Gyr) =   0.0005
M/Ms  Teff     L/Ls   g    R/Rs   Li/Li0        F33        F33B         F41        F45B         F47         F51         FHa         F57        F63B         F67         F75         F78         F82        F82B         F89       G_RSV           G        G_BP        G_RP
 0.300  3374.   -1.34  4.33  0.623    0.594  12.671  12.671  11.724  11.077  10.909  10.497   9.237  10.062   9.558   9.087   7.887   7.847   7.471   7.596   7.188   7.321   9.052  10.449   7.846  
 0.400  3498.   -1.17  4.34  0.707    0.000  12.064  12.064  11.126  10.430  10.234   9.844   8.584   9.348   8.895   8.458   7.400   7.335   7.014   7.126   6.759   6.864   8.515   9.766   7.366  
 0.500  3621.   -1.03  4.36  0.774    0.000  11.551  11.551  10.620   9.870   9.645   9.281   8.023   8.726   8.321   7.916   6.999   6.913   6.644   6.743   6.415   6.496   8.055   9.173   6.968  
 0.600  3748.   -0.91  4.37  0.834    0.001  11.083  11.083  10.161   9.367   9.117   8.778   7.529   8.176   7.811   7.435   6.646   6.545   6.319   6.408   6.112   6.177   7.642   8.645   6.615  
 0.700  3891.   -0.78  4.38  0.895    0.003  10.593  10.593   9.686   8.853   8.581   8.268   7.032   7.628   7.297   6.950   6.296   6.184   5.999   6.076   5.813   5.864   7.220   8.113   6.260  
 0.800  4054.   -0.65  4.38  0.955    0.021  10.032  10.032   9.173   8.365   8.070   7.833   6.529   7.111   6.793   6.458   5.941   5.821   5.670   5.739   5.504   5.546   6.795   7.603   5.894  
 0.900  4263.   -0.51  4.37  1.020    0.111   9.275   9.275   8.525   7.773   7.471   7.289   5.957   6.532   6.226   5.904   5.538   5.420   5.300   5.358   5.156   5.188   6.304   7.012   5.479  
 1.000  4530.   -0.35  4.36  1.092    0.318   8.255   8.255   7.697   7.036   6.762   6.576   5.382   5.911   5.639   5.348   5.075   4.972   4.873   4.923   4.750   4.773   5.758   6.355   5.018  
 1.100  4850.   -0.15  4.33  1.189    0.576   7.144   7.144   6.796   6.247   6.022   5.806   4.809   5.271   5.039   4.784   4.556   4.465   4.383   4.425   4.281   4.293   5.168   5.671   4.508  
 1.200  5264.    0.09  4.27  1.331    0.770   5.911   5.911   5.792   5.362   5.193   4.953   4.152   4.545   4.353   4.134   3.940   3.863   3.792   3.831   3.719   3.720   4.481   4.895   3.904  
 1.300  5754.    0.40  4.15  1.593    0.880   4.610   4.610   4.669   4.355   4.233   4.012   3.364   3.693   3.536   3.349   3.188   3.125   3.061   3.099   3.019   3.009   3.655   3.987   3.162  
 1.400  6422.    0.70  4.07  1.804    0.938   3.458   3.458   3.586   3.385   3.307   3.140   2.650   2.902   2.784   2.638   2.515   2.467   2.418   2.451   2.406   2.383   2.886   3.126   2.501  
----------------------------------------------------------------------------------------------------------------------------------------
t (Gyr) =   0.0200
M/Ms  Teff     L/Ls   g    R/Rs   Li/Li0        F33        F33B         F41        F45B         F47         F51         FHa         F57        F63B         F67         F75         F78         F82        F82B         F89       G_RSV           G        G_BP        G_RP
 0.010  1395.   -4.15  4.12  0.145    1.000  28.233  28.233  26.410  24.657  24.143  24.214  19.879  23.862  20.333  19.402  19.089  18.722  17.036  17.151  15.876  16.268  18.715  23.236  17.078  
 0.015  2209.   -3.15  4.10  0.181    1.000  23.725  23.725  23.086  21.046  20.912  19.957  17.296  19.240  17.693  16.859  15.079  14.999  13.710  13.950  12.736  13.821  15.547  19.502  13.912  
 0.020  2411.   -2.92  4.14  0.198    1.000  20.829  20.829  20.374  18.959  18.792  18.065  16.184  17.887  16.499  15.676  13.555  13.686  12.535  12.776  11.729  12.625  14.442  18.106  12.852  
 0.030  2555.   -2.84  4.34  0.194    1.000  19.710  19.710  19.186  17.976  17.792  17.176  15.479  17.036  15.773  14.978  12.837  13.019  12.014  12.233  11.320  12.016  13.928  17.272  12.378  
 0.040  2681.   -2.68  4.38  0.213    1.000  18.279  18.279  17.635  16.664  16.507  15.912  14.457  15.801  14.764  14.036  11.997  12.149  11.314  11.513  10.740  11.253  13.211  16.057  11.716  
 0.050  2811.   -2.52  4.40  0.233    1.000  17.390  17.390  16.684  15.902  15.728  15.269  13.596  14.893  13.911  13.213  11.359  11.493  10.779  10.951  10.261  10.670  12.631  15.205  11.178  
 0.060  2883.   -2.41  4.42  0.251    1.000  16.752  16.752  16.015  15.210  15.060  14.525  13.123  14.296  13.456  12.807  11.004  11.099  10.431  10.607   9.967  10.321  12.271  14.596  10.848  
 0.070  2940.   -2.31  4.42  0.271    1.000  16.258  16.258  15.502  14.723  14.580  14.042  12.726  13.839  13.063  12.441  10.689  10.765  10.133  10.305   9.698  10.017  11.955  14.139  10.554  
 0.072  2950.   -2.29  4.42  0.275    1.000  16.173  16.173  15.415  14.643  14.500  13.966  12.656  13.761  12.993  12.374  10.631  10.705  10.079  10.251   9.649   9.962  11.898  14.061  10.501  
 0.075  2964.   -2.27  4.42  0.279    1.000  16.057  16.057  15.294  14.532  14.389  13.861  12.557  13.652  12.894  12.281  10.553  10.623  10.007  10.176   9.583   9.887  11.820  13.953  10.428  
 0.080  2986.   -2.22  4.42  0.290    1.000  15.850  15.850  15.080  14.338  14.197  13.678  12.386  13.464  12.723  12.118  10.412  10.477   9.874  10.042   9.460   9.752  11.680  13.766  10.296  
 0.090  3025.   -2.15  4.42  0.306    1.000  15.538  15.538  14.710  14.009  13.872  13.369  12.079  13.122  12.417  11.830  10.188  10.237   9.666   9.828   9.270   9.536  11.448  13.434  10.084  
 0.100  3059.   -2.10  4.43  0.319    1.000  15.279  15.279  14.375  13.716  13.583  13.098  11.799  12.807  12.138  11.569   9.999  10.029   9.490   9.647   9.112   9.353  11.247  13.133   9.904  
 0.110  3090.   -2.03  4.43  0.336    0.999  15.015  15.015  14.040  13.424  13.297  12.827  11.522  12.499  11.861  11.310   9.803   9.816   9.307   9.458   8.945   9.163  11.040  12.836   9.717  
 0.130  3141.   -1.93  4.42  0.366    0.996  14.616  14.616  13.632  13.022  12.890  12.432  11.129  12.073  11.467  10.934   9.497   9.496   9.018   9.163   8.674   8.870  10.721  12.422   9.421  
 0.150  3182.   -1.84  4.42  0.396    0.987  14.287  14.287  13.315  12.700  12.561  12.111  10.812  11.735  11.150  10.629   9.239   9.229   8.772   8.914   8.441   8.622  10.454  12.092   9.171  
 0.170  3215.   -1.77  4.42  0.422    0.960  14.026  14.026  13.062  12.440  12.296  11.852  10.558  11.463  10.894  10.383   9.031   9.014   8.573   8.712   8.252   8.422  10.237  11.827   8.968  
 0.200  3263.   -1.67  4.41  0.460    0.852  13.677  13.677  12.723  12.092  11.939  11.505  10.220  11.101  10.553  10.056   8.751   8.726   8.305   8.440   7.997   8.154   9.945  11.472   8.695  
 0.300  3392.   -1.42  4.41  0.565    0.006  12.822  12.822  11.885  11.216  11.038  10.629   9.353  10.168   9.678   9.216   8.057   8.007   7.646   7.768   7.371   7.494   9.208  10.568   8.016  
 0.400  3500.   -1.25  4.42  0.643    0.000  12.248  12.248  11.323  10.615  10.416  10.025   8.751   9.515   9.066   8.632   7.594   7.525   7.210   7.321   6.957   7.058   8.702   9.939   7.559  
 0.500  3609.   -1.11  4.43  0.710    0.000  11.747  11.747  10.829  10.078   9.855   9.487   8.214   8.926   8.518   8.112   7.196   7.109   6.839   6.939   6.609   6.690   8.253   9.374   7.164  
 0.600  3733.   -0.98  4.44  0.771    0.000  11.266  11.266  10.356   9.564   9.317   8.973   7.711   8.368   7.999   7.621   6.829   6.727   6.500   6.589   6.291   6.356   7.827   8.837   6.796  
 0.700  3894.   -0.85  4.45  0.829    0.000  10.731  10.731   9.838   9.006   8.735   8.420   7.175   7.776   7.445   7.098   6.451   6.339   6.154   6.232   5.969   6.020   7.372   8.261   6.414  
 0.800  4102.   -0.69  4.44  0.895    0.009  10.032  10.032   9.207   8.432   8.128   7.937   6.558   7.158   6.832   6.493   6.016   5.892   5.749   5.816   5.590   5.629   6.855   7.651   5.964  
 0.900  4406.   -0.50  4.42  0.966    0.089   8.926   8.926   8.279   7.569   7.277   7.100   5.828   6.384   6.094   5.788   5.483   5.374   5.267   5.320   5.135   5.162   6.201   6.845   5.424  
 1.000  4793.   -0.28  4.39  1.057    0.308   7.549   7.549   7.169   6.599   6.364   6.158   5.125   5.598   5.360   5.099   4.864   4.772   4.686   4.730   4.582   4.596   5.488   6.006   4.815  
 1.100  5302.    0.01  4.32  1.198    0.575   6.060   6.060   5.961   5.539   5.372   5.135   4.347   4.735   4.545   4.329   4.138   4.062   3.991   4.031   3.922   3.921   4.673   5.080   4.103  
 1.200  5911.    0.35  4.21  1.430    0.770   4.600   4.600   4.699   4.413   4.301   4.093   3.483   3.794   3.646   3.470   3.317   3.258   3.196   3.234   3.163   3.150   3.762   4.072   3.294  
 1.300  6330.    0.41  4.30  1.340    0.880   4.180   4.180   4.345   4.127   4.042   3.867   3.351   3.616   3.491   3.339   3.210   3.160   3.108   3.142   3.093   3.071   3.597   3.851   3.194  
 1.400  6475.    0.50  4.28  1.415    0.938   3.903   3.903   4.069   3.872   3.794   3.631   3.147   3.395   3.278   3.135   3.013   2.966   2.918   2.950   2.908   2.884   3.380   3.617   3.000  
----------------------------------------------------------------------------------------------------------------------------------------
t (Gyr) =   0.0250
